gs://skin-detect-datasets/Acne/Acne_1.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_10.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_100.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_101.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_102.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_103.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_104.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_105.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_106.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_107.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_108.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_109.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_11.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_110.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_111.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_112.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_113.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_114.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_115.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_116.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_117.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_118.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_119.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_12.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_120.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_121.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_122.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_123.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_124.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_125.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_126.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_127.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_128.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_129.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_13.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_130.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_131.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_132.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_133.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_134.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_135.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_136.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_137.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_138.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_139.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_14.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_140.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_141.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_142.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_143.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_144.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_145.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_146.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_147.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_148.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_149.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_15.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_150.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_151.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_152.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_153.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_154.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_155.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_156.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_157.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_158.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_159.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_16.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_160.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_161.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_162.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_163.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_164.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_165.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_166.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_167.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_168.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_169.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_17.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_170.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_171.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_172.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_173.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_174.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_175.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_176.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_177.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_178.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_179.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_18.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_180.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_181.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_182.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_183.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_184.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_185.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_186.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_187.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_188.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_189.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_19.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_190.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_191.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_192.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_193.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_194.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_195.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_196.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_197.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_198.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_199.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_2.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_20.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_200.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_201.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_202.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_203.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_204.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_205.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_206.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_207.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_208.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_209.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_21.jpg,Acne
gs://skin-detect-datasets/Acne/Acne_210.jpg,Acne
